# Start Log
2, 1, 1612714606, 425, 0, 1904, 3480, 0x00
2, 2, 1612718267, 344, 998, 1900, 3475, 0x00
2, 3, 1612718288, 344, 994, 1898, 3477, 0x00
2, 4, 1612718309, 344, 994, 1900, 3488, 0x00
2, 5, 1612718330, 344, 994, 1900, 3483, 0x00
2, 6, 1612718351, 344, 994, 1896, 3478, 0x00
2, 7, 1612718372, 344, 994, 1898, 3474, 0x00
2, 8, 1612718393, 344, 994, 1895, 3473, 0x00
2, 9, 1612718414, 345, 994, 1896, 3493, 0x00
2, 10, 1612718435, 344, 994, 1895, 3500, 0x00
2, 11, 1612718456, 344, 994, 1898, 3509, 0x00
2, 12, 1612718477, 344, 994, 1896, 3516, 0x00
2, 13, 1612718498, 344, 994, 1900, 3508, 0x00
2, 14, 1612718519, 344, 994, 1896, 3512, 0x00
2, 15, 1612718540, 344, 994, 1895, 3508, 0x00
2, 16, 1612718561, 344, 994, 1898, 3513, 0x00
2, 17, 1612718582, 344, 994, 1898, 3507, 0x00
2, 18, 1612718603, 344, 994, 1900, 3508, 0x00
2, 19, 1612718624, 344, 994, 1901, 3499, 0x00
2, 20, 1612718645, 344, 994, 1900, 3493, 0x00
2, 21, 1612718666, 344, 994, 1900, 3475, 0x00
2, 22, 1612718687, 344, 994, 1901, 3474, 0x00
2, 23, 1612718708, 344, 994, 1902, 3468, 0x00
2, 24, 1612718729, 344, 994, 1901, 3475, 0x00
2, 25, 1612718750, 344, 994, 1900, 3486, 0x00
2, 26, 1612718771, 344, 994, 1904, 3480, 0x00
2, 27, 1612718792, 344, 994, 1902, 3491, 0x00
2, 28, 1612718813, 344, 994, 1904, 3505, 0x00
2, 29, 1612718834, 344, 994, 1904, 3506, 0x00
2, 30, 1612718855, 344, 994, 1907, 3500, 0x00
2, 31, 1612718876, 344, 994, 1908, 3455, 0x00
2, 32, 1612718897, 344, 994, 1908, 3424, 0x00
2, 33, 1612718918, 344, 994, 1907, 3421, 0x00
2, 34, 1612718939, 345, 994, 1912, 3449, 0x00
2, 35, 1612718960, 344, 994, 1908, 3462, 0x00
2, 36, 1612718981, 344, 994, 1910, 3468, 0x00
2, 37, 1612719002, 345, 994, 1912, 3452, 0x00
2, 38, 1612719023, 344, 994, 1911, 3438, 0x00
2, 39, 1612719044, 345, 994, 1912, 3443, 0x00
2, 40, 1612719065, 344, 994, 1911, 3461, 0x00
2, 41, 1612719086, 344, 994, 1914, 3448, 0x00
2, 42, 1612719107, 344, 994, 1915, 3450, 0x00
2, 43, 1612719128, 344, 994, 1914, 3456, 0x00
2, 44, 1612719149, 344, 994, 1912, 3446, 0x00
2, 45, 1612719170, 345, 994, 1916, 3446, 0x00
2, 46, 1612719191, 344, 994, 1914, 3463, 0x00
2, 47, 1612719212, 344, 994, 1914, 3468, 0x00
2, 48, 1612719233, 344, 994, 1914, 3468, 0x00
2, 49, 1612719254, 344, 994, 1915, 3503, 0x00
2, 50, 1612719275, 345, 994, 1915, 3584, 0x00
2, 51, 1612719296, 344, 994, 1914, 3566, 0x00
2, 52, 1612719317, 344, 994, 1915, 3547, 0x00
2, 53, 1612719338, 344, 1833, 1920, 3538, 0x00
2, 54, 1612719359, 344, 994, 1925, 3525, 0x00
2, 55, 1612719380, 344, 994, 1928, 3523, 0x00
2, 56, 1612719401, 344, 994, 1932, 3527, 0x00
2, 57, 1612719422, 345, 5436, 1937, 3515, 0x02
2, 58, 1612719443, 344, 994, 1941, 3502, 0x00
2, 59, 1612719464, 345, 994, 1945, 3499, 0x00
2, 60, 1612719485, 345, 994, 1945, 3484, 0x00
2, 61, 1612719506, 344, 994, 1952, 3509, 0x00
2, 62, 1612719527, 345, 994, 1954, 3518, 0x00
2, 63, 1612719548, 345, 994, 1958, 3483, 0x00
2, 64, 1612719569, 345, 994, 1961, 3499, 0x00
2, 65, 1612719590, 344, 994, 1965, 3486, 0x00
2, 66, 1612719611, 344, 994, 1966, 3548, 0x00
2, 67, 1612719632, 345, 994, 1954, 2086, 0x00
2, 68, 1612719653, 344, 994, 1877, 1496, 0x00
2, 69, 1612719674, 345, 994, 1711, 1467, 0x00
2, 70, 1612719695, 345, 994, 1477, 1562, 0x00
2, 71, 1612719716, 345, 994, 1201, 1754, 0x00
2, 72, 1612719737, 345, 994, 868, 3927, 0x00
2, 73, 1612719758, 345, 994, 564, 4924, 0x00
2, 74, 1612719779, 345, 994, 341, 5536, 0x00
2, 75, 1612719800, 345, 994, 165, 5789, 0x00
2, 76, 1612719821, 345, 994, 18, 6153, 0x00
2, 77, 1612719842, 345, 994, -102, 6625, 0x00
2, 78, 1612719863, 345, 994, -192, 7057, 0x00
2, 79, 1612719884, 345, 994, -263, 7408, 0x00
2, 80, 1612719905, 345, 994, -311, 7692, 0x00
2, 81, 1612719926, 345, 994, -353, 7907, 0x00
2, 82, 1612719947, 345, 994, -384, 8080, 0x00
2, 83, 1612719968, 345, 994, -411, 8213, 0x00
2, 84, 1612719989, 345, 994, -429, 8317, 0x00
2, 85, 1612720010, 345, 994, -450, 8400, 0x00
2, 86, 1612720031, 345, 994, -464, 8470, 0x00
2, 87, 1612720052, 345, 994, -476, 8523, 0x00
